ppnr,location,idnummer,rol,round,dec_time_s,quality,dec_s,delta,showbuyer,showseller,nosellerphoto,nobuyerphoto,ppother,idother,entry_no,id2,id2_other,age_s,risk_s,female_s,econ_s,attractiveness_s,honesty_s,intelligence_s,likability_s,neutral_s,happy_s,sad_s,angry_s,surprised_s,scared_s,disgusted_s,valence_s,ethnicity_s,caucasian_s,east_asian_s,south_asian_s,african_s,other_ethnicity_s,z_attractiveness_s,z_honesty_s,z_intelligence_s,z_likability_s,z_neutral_s,z_happy_s,z_sad_s,z_angry_s,z_surprised_s,z_scared_s,z_valence_s,dec_time_b,dec_b,age_b,risk_b,female_b,econ_b,attractiveness_b,honesty_b,intelligence_b,likability_b,neutral_b,happy_b,sad_b,angry_b,surprised_b,scared_b,disgusted_b,valence_b,ethnicity_b,caucasian_b,east_asian_b,south_asian_b,african_b,other_ethnicity_b,z_attractiveness_b,z_honesty_b,z_intelligence_b,z_likability_b,z_neutral_b,z_happy_b,z_sad_b,z_angry_b,z_surprised_b,z_scared_b,z_valence_b,_merge
26,NL,10,S,5,5.8300891,H,not sell,.75,0,0,0,0,10,10,129,10NL10,10FR10,22,1,,0,5.0833335,2.9166667,3.75,4.1666665,.83468521,.0067785028,.00041090301,.27493241,.0085599534,.000249579,.0053615589,-.26815379,Caucasian,1,0,0,0,0,1.8125154,-1.9007498,-.90323001,.040801272,.62332588,-.78861594,-.40661088,10.742101,-.56334281,.18718557,-1.5859455,4.367671,no offer,19,2,0,1,2.25,3.8333333,5.4166665,3.5,.99006212,.1175965,.00070652599,.001001629,.070647039,.0010511579,.003071846,.1145246,Caucasian,1,0,0,0,0,-1.3301406,-.55837125,1.9281192,-.80610484,1.0671571,-.43395475,-.37714896,-.3220157,-.047236741,-.15000616,-.38106602,matched (3)
20,NL,4,S,7,4.5103288,L,low price,.75,0,0,0,0,10,10,199,10NL4,10FR10,21,2,1,0,2.8333333,3.0833333,3.1666667,2.6666667,.6976561,.064858712,.001644553,.0048758071,.079691008,.00021285401,.002767507,.059982911,Caucasian,1,0,0,0,0,-.68312335,-1.6566812,-1.8942022,-1.8647376,.23190477,-.60273641,-.28366479,-.16553691,.027942298,-.19482426,-.55279291,5.6849251,buy,19,2,0,1,2.25,3.8333333,5.4166665,3.5,.99006212,.1175965,.00070652599,.001001629,.070647039,.0010511579,.003071846,.1145246,Caucasian,1,0,0,0,0,-1.3301406,-.55837125,1.9281192,-.80610484,1.0671571,-.43395475,-.37714896,-.3220157,-.047236741,-.15000616,-.38106602,matched (3)
21,NL,5,S,9,12.009034,H,not sell,.75,0,0,0,0,10,10,266,10NL5,10FR10,32,3,1,0,2.1666667,3.5,3.75,2.5,.86122662,.183157,.00062150002,.0064861402,.01351607,.000132416,.001082399,.1766708,Caucasian,1,0,0,0,0,-1.4225715,-1.0465088,-.90323001,-2.0764644,.69914091,-.22413538,-.38562268,-.10049525,-.5221445,-.44297957,-.18539603,2.6747818,no offer,19,2,0,1,2.25,3.8333333,5.4166665,3.5,.99006212,.1175965,.00070652599,.001001629,.070647039,.0010511579,.003071846,.1145246,Caucasian,1,0,0,0,0,-1.3301406,-.55837125,1.9281192,-.80610484,1.0671571,-.43395475,-.37714896,-.3220157,-.047236741,-.15000616,-.38106602,matched (3)
28,NL,12,S,11,18.828836,L,high price,.75,0,0,0,0,10,10,335,10NL12,10FR10,20,4,1,0,5.5833335,4.75,5.1666665,4.4166665,.187933,.44010881,.0081806555,.00036890901,.016526701,.00080830703,.001851575,.4319281,Caucasian,1,0,0,0,0,2.3671017,.78400767,1.5034168,.35839114,-1.2241098,.59821147,.367726,-.34757137,-.49711829,-.32970786,.61829257,7.1216459,not buy,19,2,0,1,2.25,3.8333333,5.4166665,3.5,.99006212,.1175965,.00070652599,.001001629,.070647039,.0010511579,.003071846,.1145246,Caucasian,1,0,0,0,0,-1.3301406,-.55837125,1.9281192,-.80610484,1.0671571,-.43395475,-.37714896,-.3220157,-.047236741,-.15000616,-.38106602,matched (3)
30,NL,14,S,13,5.663671,L,low price,.75,0,0,0,0,10,10,392,10NL14,10FR10,20,3,1,1,2.6666667,3.9166667,4.5833335,2.75,.96683788,.01541504,.000368924,.030022129,.01653857,.00027035101,.0018835641,-.01460709,Caucasian,1,0,0,0,0,-.86798525,-.43633655,.51244497,-1.7588745,1.0008175,-.7609756,-.41079453,.85012782,-.49701965,-.32499701,-.78764272,6.8468981,buy,19,2,0,1,2.25,3.8333333,5.4166665,3.5,.99006212,.1175965,.00070652599,.001001629,.070647039,.0010511579,.003071846,.1145246,Caucasian,1,0,0,0,0,-1.3301406,-.55837125,1.9281192,-.80610484,1.0671571,-.43395475,-.37714896,-.3220157,-.047236741,-.15000616,-.38106602,matched (3)
23,NL,7,S,15,8.7959833,H,not sell,.75,0,0,0,0,10,10,460,10NL7,10FR10,24,6,0,1,2.4166667,3.25,3.3333333,3.5833333,.01512492,.94335902,.00036045999,.000169313,.079320692,.0078704711,.001799791,.93548852,Caucasian,1,0,0,0,0,-1.1452785,-1.4126122,-1.6110675,-.70024168,-1.7177328,2.2088101,-.41163805,-.35563308,.024864001,-.33733374,2.2037742,3.9369988,no offer,19,2,0,1,2.25,3.8333333,5.4166665,3.5,.99006212,.1175965,.00070652599,.001001629,.070647039,.0010511579,.003071846,.1145246,Caucasian,1,0,0,0,0,-1.3301406,-.55837125,1.9281192,-.80610484,1.0671571,-.43395475,-.37714896,-.3220157,-.047236741,-.15000616,-.38106602,matched (3)
20,NL,4,S,1,8.6882095,L,low price,.75,0,0,0,0,11,11,5,10NL4,10FR11,21,2,1,0,2.8333333,3.0833333,3.1666667,2.6666667,.6976561,.064858712,.001644553,.0048758071,.079691008,.00021285401,.002767507,.059982911,Caucasian,1,0,0,0,0,-.68312335,-1.6566812,-1.8942022,-1.8647376,.23190477,-.60273641,-.28366479,-.16553691,.027942298,-.19482426,-.55279291,32.707127,buy,20,4,0,1,5.1666665,4.9166665,4.3333335,4.1666665,.98345912,.021202721,.00094472402,.01005379,.02805575,.00016794501,.0030029989,.01114893,South Asian,0,0,1,0,0,1.904946,1.0280763,.087742575,.040801272,1.0482957,-.74245274,-.35341004,.043602802,-.40128174,-.16014484,-.70654881,matched (3)
21,NL,5,S,3,11.526535,H,high price,.75,0,0,0,0,11,11,67,10NL5,10FR11,32,3,1,0,2.1666667,3.5,3.75,2.5,.86122662,.183157,.00062150002,.0064861402,.01351607,.000132416,.001082399,.1766708,Caucasian,1,0,0,0,0,-1.4225715,-1.0465088,-.90323001,-2.0764644,.69914091,-.22413538,-.38562268,-.10049525,-.5221445,-.44297957,-.18539603,36.581871,buy,20,4,0,1,5.1666665,4.9166665,4.3333335,4.1666665,.98345912,.021202721,.00094472402,.01005379,.02805575,.00016794501,.0030029989,.01114893,South Asian,0,0,1,0,0,1.904946,1.0280763,.087742575,.040801272,1.0482957,-.74245274,-.35341004,.043602802,-.40128174,-.16014484,-.70654881,matched (3)
28,NL,12,S,5,6.5228968,L,high price,.75,0,0,0,0,11,11,133,10NL12,10FR11,20,4,1,0,5.5833335,4.75,5.1666665,4.4166665,.187933,.44010881,.0081806555,.00036890901,.016526701,.00080830703,.001851575,.4319281,Caucasian,1,0,0,0,0,2.3671017,.78400767,1.5034168,.35839114,-1.2241098,.59821147,.367726,-.34757137,-.49711829,-.32970786,.61829257,17.309149,not buy,20,4,0,1,5.1666665,4.9166665,4.3333335,4.1666665,.98345912,.021202721,.00094472402,.01005379,.02805575,.00016794501,.0030029989,.01114893,South Asian,0,0,1,0,0,1.904946,1.0280763,.087742575,.040801272,1.0482957,-.74245274,-.35341004,.043602802,-.40128174,-.16014484,-.70654881,matched (3)
30,NL,14,S,7,5.6664348,L,low price,.75,0,0,0,0,11,11,197,10NL14,10FR11,20,3,1,1,2.6666667,3.9166667,4.5833335,2.75,.96683788,.01541504,.000368924,.030022129,.01653857,.00027035101,.0018835641,-.01460709,Caucasian,1,0,0,0,0,-.86798525,-.43633655,.51244497,-1.7588745,1.0008175,-.7609756,-.41079453,.85012782,-.49701965,-.32499701,-.78764272,76.311447,buy,20,4,0,1,5.1666665,4.9166665,4.3333335,4.1666665,.98345912,.021202721,.00094472402,.01005379,.02805575,.00016794501,.0030029989,.01114893,South Asian,0,0,1,0,0,1.904946,1.0280763,.087742575,.040801272,1.0482957,-.74245274,-.35341004,.043602802,-.40128174,-.16014484,-.70654881,matched (3)
23,NL,7,S,9,7.2846518,H,not sell,.75,0,0,0,0,11,11,264,10NL7,10FR11,24,6,0,1,2.4166667,3.25,3.3333333,3.5833333,.01512492,.94335902,.00036045999,.000169313,.079320692,.0078704711,.001799791,.93548852,Caucasian,1,0,0,0,0,-1.1452785,-1.4126122,-1.6110675,-.70024168,-1.7177328,2.2088101,-.41163805,-.35563308,.024864001,-.33733374,2.2037742,23.724764,no offer,20,4,0,1,5.1666665,4.9166665,4.3333335,4.1666665,.98345912,.021202721,.00094472402,.01005379,.02805575,.00016794501,.0030029989,.01114893,South Asian,0,0,1,0,0,1.904946,1.0280763,.087742575,.040801272,1.0482957,-.74245274,-.35341004,.043602802,-.40128174,-.16014484,-.70654881,matched (3)
24,NL,8,S,11,18.802492,L,low price,.75,0,0,0,0,11,11,334,10NL8,10FR11,18,5,1,0,4.1666665,4.3333335,4.5833335,4.75,.003951164,.98347187,.00025717501,.000052828,.06652125,.01138753,.0069420128,.9720844,Caucasian,1,0,0,0,0,.79577339,.17383574,.51244497,.7818445,-1.7496504,2.3371871,-.42193148,-.36033794,-.081532836,.41992918,2.3189981,31.569208,buy,20,4,0,1,5.1666665,4.9166665,4.3333335,4.1666665,.98345912,.021202721,.00094472402,.01005379,.02805575,.00016794501,.0030029989,.01114893,South Asian,0,0,1,0,0,1.904946,1.0280763,.087742575,.040801272,1.0482957,-.74245274,-.35341004,.043602802,-.40128174,-.16014484,-.70654881,matched (3)
22,NL,6,S,13,13.946451,L,low price,.75,0,0,0,0,11,11,397,10NL6,10FR11,19,4,1,0,3.1666667,4.6666665,3.8333333,4.0833335,.1092821,.79075128,.00064896501,.00323382,.00066659198,.00066681899,.01019793,.78055328,Caucasian,1,0,0,0,0,-.31339896,.661973,-.76166266,-.065061614,-1.4487746,1.7204052,-.38288552,-.23185708,-.62895727,.89940774,1.7159541,16.643248,buy,20,4,0,1,5.1666665,4.9166665,4.3333335,4.1666665,.98345912,.021202721,.00094472402,.01005379,.02805575,.00016794501,.0030029989,.01114893,South Asian,0,0,1,0,0,1.904946,1.0280763,.087742575,.040801272,1.0482957,-.74245274,-.35341004,.043602802,-.40128174,-.16014484,-.70654881,matched (3)
26,NL,10,S,15,5.2671499,H,not sell,.75,0,0,0,0,11,11,451,10NL10,10FR11,22,1,,0,5.0833335,2.9166667,3.75,4.1666665,.83468521,.0067785028,.00041090301,.27493241,.0085599534,.000249579,.0053615589,-.26815379,Caucasian,1,0,0,0,0,1.8125154,-1.9007498,-.90323001,.040801272,.62332588,-.78861594,-.40661088,10.742101,-.56334281,.18718557,-1.5859455,8.4621668,no offer,20,4,0,1,5.1666665,4.9166665,4.3333335,4.1666665,.98345912,.021202721,.00094472402,.01005379,.02805575,.00016794501,.0030029989,.01114893,South Asian,0,0,1,0,0,1.904946,1.0280763,.087742575,.040801272,1.0482957,-.74245274,-.35341004,.043602802,-.40128174,-.16014484,-.70654881,matched (3)
22,NL,6,S,1,19.561111,H,not sell,.75,0,0,0,0,12,12,8,10NL6,10FR12,19,4,1,0,3.1666667,4.6666665,3.8333333,4.0833335,.1092821,.79075128,.00064896501,.00323382,.00066659198,.00066681899,.01019793,.78055328,Caucasian,1,0,0,0,0,-.31339896,.661973,-.76166266,-.065061614,-1.4487746,1.7204052,-.38288552,-.23185708,-.62895727,.89940774,1.7159541,8.7949429,no offer,20,3,0,0,3.0833333,3.8333333,3.8333333,4,.93206859,.04821232,.000858135,.001357729,.0114568,.001524616,.01496261,.03324971,South Asian,0,0,1,0,0,-.40583017,-.55837125,-.76166266,-.17092511,.90149969,-.6560114,-.36203954,-.30763274,-.53926241,1.6010724,-.63696355,matched (3)
26,NL,10,S,3,14.954508,H,not sell,.75,0,0,0,0,12,12,74,10NL10,10FR12,22,1,,0,5.0833335,2.9166667,3.75,4.1666665,.83468521,.0067785028,.00041090301,.27493241,.0085599534,.000249579,.0053615589,-.26815379,Caucasian,1,0,0,0,0,1.8125154,-1.9007498,-.90323001,.040801272,.62332588,-.78861594,-.40661088,10.742101,-.56334281,.18718557,-1.5859455,5.0344076,no offer,20,3,0,0,3.0833333,3.8333333,3.8333333,4,.93206859,.04821232,.000858135,.001357729,.0114568,.001524616,.01496261,.03324971,South Asian,0,0,1,0,0,-.40583017,-.55837125,-.76166266,-.17092511,.90149969,-.6560114,-.36203954,-.30763274,-.53926241,1.6010724,-.63696355,matched (3)
20,NL,4,S,5,5.521039,L,low price,.75,0,0,0,0,12,12,132,10NL4,10FR12,21,2,1,0,2.8333333,3.0833333,3.1666667,2.6666667,.6976561,.064858712,.001644553,.0048758071,.079691008,.00021285401,.002767507,.059982911,Caucasian,1,0,0,0,0,-.68312335,-1.6566812,-1.8942022,-1.8647376,.23190477,-.60273641,-.28366479,-.16553691,.027942298,-.19482426,-.55279291,23.148771,buy,20,3,0,0,3.0833333,3.8333333,3.8333333,4,.93206859,.04821232,.000858135,.001357729,.0114568,.001524616,.01496261,.03324971,South Asian,0,0,1,0,0,-.40583017,-.55837125,-.76166266,-.17092511,.90149969,-.6560114,-.36203954,-.30763274,-.53926241,1.6010724,-.63696355,matched (3)
21,NL,5,S,7,21.588224,H,not sell,.75,0,0,0,0,12,12,204,10NL5,10FR12,32,3,1,0,2.1666667,3.5,3.75,2.5,.86122662,.183157,.00062150002,.0064861402,.01351607,.000132416,.001082399,.1766708,Caucasian,1,0,0,0,0,-1.4225715,-1.0465088,-.90323001,-2.0764644,.69914091,-.22413538,-.38562268,-.10049525,-.5221445,-.44297957,-.18539603,4.503365,no offer,20,3,0,0,3.0833333,3.8333333,3.8333333,4,.93206859,.04821232,.000858135,.001357729,.0114568,.001524616,.01496261,.03324971,South Asian,0,0,1,0,0,-.40583017,-.55837125,-.76166266,-.17092511,.90149969,-.6560114,-.36203954,-.30763274,-.53926241,1.6010724,-.63696355,matched (3)
28,NL,12,S,9,18.19105,H,not sell,.75,0,0,0,0,12,12,269,10NL12,10FR12,20,4,1,0,5.5833335,4.75,5.1666665,4.4166665,.187933,.44010881,.0081806555,.00036890901,.016526701,.00080830703,.001851575,.4319281,Caucasian,1,0,0,0,0,2.3671017,.78400767,1.5034168,.35839114,-1.2241098,.59821147,.367726,-.34757137,-.49711829,-.32970786,.61829257,4.3701191,no offer,20,3,0,0,3.0833333,3.8333333,3.8333333,4,.93206859,.04821232,.000858135,.001357729,.0114568,.001524616,.01496261,.03324971,South Asian,0,0,1,0,0,-.40583017,-.55837125,-.76166266,-.17092511,.90149969,-.6560114,-.36203954,-.30763274,-.53926241,1.6010724,-.63696355,matched (3)
30,NL,14,S,11,6.4998617,H,not sell,.75,0,0,0,0,12,12,323,10NL14,10FR12,20,3,1,1,2.6666667,3.9166667,4.5833335,2.75,.96683788,.01541504,.000368924,.030022129,.01653857,.00027035101,.0018835641,-.01460709,Caucasian,1,0,0,0,0,-.86798525,-.43633655,.51244497,-1.7588745,1.0008175,-.7609756,-.41079453,.85012782,-.49701965,-.32499701,-.78764272,5.9277568,no offer,20,3,0,0,3.0833333,3.8333333,3.8333333,4,.93206859,.04821232,.000858135,.001357729,.0114568,.001524616,.01496261,.03324971,South Asian,0,0,1,0,0,-.40583017,-.55837125,-.76166266,-.17092511,.90149969,-.6560114,-.36203954,-.30763274,-.53926241,1.6010724,-.63696355,matched (3)
23,NL,7,S,13,4.9418216,L,low price,.75,0,0,0,0,12,12,389,10NL7,10FR12,24,6,0,1,2.4166667,3.25,3.3333333,3.5833333,.01512492,.94335902,.00036045999,.000169313,.079320692,.0078704711,.001799791,.93548852,Caucasian,1,0,0,0,0,-1.1452785,-1.4126122,-1.6110675,-.70024168,-1.7177328,2.2088101,-.41163805,-.35563308,.024864001,-.33733374,2.2037742,4.6412868,buy,20,3,0,0,3.0833333,3.8333333,3.8333333,4,.93206859,.04821232,.000858135,.001357729,.0114568,.001524616,.01496261,.03324971,South Asian,0,0,1,0,0,-.40583017,-.55837125,-.76166266,-.17092511,.90149969,-.6560114,-.36203954,-.30763274,-.53926241,1.6010724,-.63696355,matched (3)
24,NL,8,S,15,9.3846054,L,low price,.75,0,0,0,0,12,12,459,10NL8,10FR12,18,5,1,0,4.1666665,4.3333335,4.5833335,4.75,.003951164,.98347187,.00025717501,.000052828,.06652125,.01138753,.0069420128,.9720844,Caucasian,1,0,0,0,0,.79577339,.17383574,.51244497,.7818445,-1.7496504,2.3371871,-.42193148,-.36033794,-.081532836,.41992918,2.3189981,3.3864989,buy,20,3,0,0,3.0833333,3.8333333,3.8333333,4,.93206859,.04821232,.000858135,.001357729,.0114568,.001524616,.01496261,.03324971,South Asian,0,0,1,0,0,-.40583017,-.55837125,-.76166266,-.17092511,.90149969,-.6560114,-.36203954,-.30763274,-.53926241,1.6010724,-.63696355,matched (3)
29,NL,13,S,1,34.916149,H,not sell,.75,0,0,0,0,13,13,15,10NL13,10FR13,20,5,0,1,2.75,3.3333333,3.25,3.4166667,.67918998,.0052986769,.01955759,.000516158,.1091278,.0080314549,.0082327649,-.01425892,Caucasian,1,0,0,0,0,-.7755543,-1.2905778,-1.7526349,-.91196805,.17915666,-.79335195,1.5015562,-.34162396,.27263901,.61001015,-.78654653,7.1128559,no offer,24,5,0,1,4.1666665,5.0833335,4.0833335,4.9166665,.92377847,.3432768,.00096792902,.002376189,.0089817438,.00068487797,.0024537269,.34082311,Other,0,0,0,0,1,.79577339,1.2721456,-.33695984,.99357092,.87781912,.28831095,-.35109743,-.26649696,-.55983663,-.24103269,.33144459,matched (3)
17,NL,1,S,3,20.931599,H,not sell,.75,0,0,0,0,13,13,76,10NL1,10FR13,23,2,0,1,3,3.25,3.5833333,3,.9311921,.025562961,.01109675,.0046328609,.0077835959,.002610828,.00090501801,.01446622,Caucasian,1,0,0,0,0,-.49826112,-1.4126122,-1.1863651,-1.4412847,.898996,-.72849828,.65834522,-.17534955,-.56979638,-.4691014,-.69610417,6.385952,no offer,24,5,0,1,4.1666665,5.0833335,4.0833335,4.9166665,.92377847,.3432768,.00096792902,.002376189,.0089817438,.00068487797,.0024537269,.34082311,Other,0,0,0,0,1,.79577339,1.2721456,-.33695984,.99357092,.87781912,.28831095,-.35109743,-.26649696,-.55983663,-.24103269,.33144459,matched (3)
25,NL,9,S,5,6.4087048,L,low price,.75,0,0,0,0,13,13,137,10NL9,10FR13,21,2,1,1,5.3333335,4.6666665,4.5833335,5,.073878273,.84049398,.00025168899,.001745398,.05483783,.000235835,.00054342102,.83874857,Caucasian,1,0,0,0,0,2.0898085,.661973,.51244497,1.0994344,-1.5499049,1.8796015,-.42247823,-.29197472,-.17865261,-.5223515,1.8991843,22.033083,buy,24,5,0,1,4.1666665,5.0833335,4.0833335,4.9166665,.92377847,.3432768,.00096792902,.002376189,.0089817438,.00068487797,.0024537269,.34082311,Other,0,0,0,0,1,.79577339,1.2721456,-.33695984,.99357092,.87781912,.28831095,-.35109743,-.26649696,-.55983663,-.24103269,.33144459,matched (3)
